時間,コメント,ラベル,,
2809.603,ゲッコー本人やん,1,,
2809.676,ユンくん草,1,,
2810.093,ユンくん黙ってたなww,1,,
2810.125,草,1,,
2810.598,ハユンw,1,,
2810.772,ハユン君なんよほんとｗｗ,1,,
2811.078,本人きちゃーー！！,1,,
2811.797,本人きちゃ！,1,,
2811.852,うおおお,1,,
2812.09,チェンww,1,,
2812.164,ハユン！？,1,,
2812.162,本人きちゃああ,1,,
2812.193,ハユンｗ,1,,
2812.281,気分だよねー,1,,
2812.282,本物きちゃ！！！,1,,
2812.343,いつのまに！？,1,,
2812.565,チェンバー！？,1,,
2812.752,本人きちゃあああああああ,1,,
2812.853,かわいいかよ,1,,
2813.128,草,1,,
2813.849,自由ｗｗ,1,,
2815.118,ハユンｗｗ,1,,
2815.432,本人きたー,1,,
2815.447,ユンさんおチェン好きだもんねww,1,,
2815.609,本人来た,1,,
2816.657,こっそりチェンバーw,1,,
2816.732,本人登場,1,,
2817.014,本人w,1,,
2817.138,本人きたーー！！！,1,,
2817.347,やた,1,,
2817.739,使いたいよねえw,1,,
2817.765,本人きちゃ！,1,,
2818.383,使ってみよ～,1,,
2818.599,しれっと,1,,
2818.807,いやった！！！,1,,
2819.241,本人だ,1,,
2819.25,ご本人だ！！,1,,
2819.798,草,1,,
2820.771,本人きた？,1,,
2820.914,草,1,,
2821.041,わっちゃりうぇーい,1,,
2821.342,本人うおおおおおおおおおおおおおおおお,1,,
2821.509,見たことないチーム,1,,
2821.613,チェ・・・チェンバー・・？,1,,
2821.651,ハユンならいけるいける！,1,,
2821.806,チェンさんだった人多いなｗ,1,,
2821.951,わっちゃり,1,,
2822.83,本人きた,1,,
2822.879,ゲッコーうれしい,1,,
2823.198,元チェンバーOTPの民だｗ,1,,
2823.201,ゲッコー本人いいね,1,,
2823.215,ユンくん；,1,,
2823.472,やっぱチェンバーだよな,1,,
2823.507,コラボキャラきた,1,,
2823.694,黙ってるんじゃなくて入る隙がないんだよw,1,,
2824.622,エイムで黙らせるんだ,1,,
2824.701,本人きた,1,,
2825.147,きちゃ！,1,,
2825.303,やりたかったよねw,1,,
2825.412,自由だw,1,,
2825.466,ハユンがチェンさんだったか,1,,
2825.886,そういう時もある！,1,,
2826.804,本人vcきたww,1,,
2827.237,ゲッコー本人きちゃ,1,,
2829.313,ハンデチェンバーｗ,1,,
2830.916,vcきちゃ！,1,,
2831.31,でもチェンバーが悪いよ,1,,
2831.325,わっちゃりうぇーい,1,,
2831.332,わっちゃりきちゃー！,1,,
2831.604,チェンさん取り上げ…！？,1,,
2832.989,わっちゃり見たかった,1,,
2834.192,VC一致ボーナスこい,1,,
2835.402,きえもらー,1,,
2835.839,ゲッコー((cv:葛葉,1,,
2837.083,ゲッコーやったー,1,,
2837.253,草,1,,
2839.166,本人ですか？,1,,
2839.364,たぷたぷ設置行くぞー！,1,,
2840.29,なるほどねw,1,,
2840.652,草,1,,
2842.108,VC助かるw,1,,
2842.569,本人ありがとうございます,1,,
2842.574,草,1,,
2842.737,本人だ,1,,
2842.766,おお？,1,,
2843.213,ならやって,1,,
2843.705,草,1,,
2843.707,本人でしょこれ,1,,
2843.784,本人きちゃ,1,,
2844.31,IQ200,1,,
2845.451,葛葉声来た,1,,
2845.651,ハユン；；,1,,
2845.951,今のどっち？,1,,
2845.995,天才で草,1,,
2846.082,がんばれ！,1,,
2849.062,本人きちゃか,1,,
2850.89,最高で完璧なチェンバー,1,,
2851.967,本人きちゃ,1,,
2853.321,CV一致ボーナス,1,,
2853.303,ゲーム音小さいかもです,1,,
2854.666,ふぁいてぃん〜〜！,1,,
2855.374,草,1,,
2855.662,頑張れ〜,1,,
2855.665,まじで声似てるなｗ,1,,
2859.355,草,1,,
2860.654,草,1,,
2860.883,初めてのモクがイレギュラーすぎるｗｗ,1,,
2861.761,草,1,,
2863.584,撃たれて終わりそうw,1,,
2864.733,ウィングマンがんばれ！,1,,
2866.525,ゲッコーなのか葛葉なのかわからんくなる,1,,
2868.693,ww,1,,
2868.922,才能の原石達だから！,1,,
2869.878,ならかママだw,1,,
2870.426,ヘブンは…？w,1,,
2871.082,ゲッコー似てんなあ,1,,
2871.133,バカと天才は紙一重や,1,,
2878.234,それいいね,1,,
2879.148,本物のゲッコウガになれ,1,,
2880.752,ならか幼稚園継続,1,,
2881.536,ナイス,1,,
2883.544,ww,1,,
2885.161,わっちゃりうぇい,1,,
2885.364,設置できて草,1,,
2885.661,トコトコかわええ,0,,
2885.708,すげぇわちゃわちゃｗｗ,0,,
2886.132,うるせえこのチームｗｗ,0,,
2887.757,うるさ,0,,
2887.906,まじでウィングマン可愛いわ,0,,
2888.687,ナイスゥ！,0,,
2888.815,作戦は成功してるか,0,,
2888.997,わちゃわちゃw,1,,
2889.189,草,1,,
2890.008,おお,0,,
2890.286,かわいいな,0,,
2891.837,ナイスウィングマン,0,,
2892.19,てくてくでかわいい,0,,
2892.447,わっちゃりうぇい,0,,
2893.348,?,0,,
2893.43,うるさいｗ,0,,
2893.64,かわいw,1,,
2893.787,ｗｗ,0,,
2894.708,音圧ｗｗ,0,,
2894.927,T1のウィングマン解除すごかったんよな,0,,
2895.573,ウィングマン偉いぞ～,0,,
2897.443,かわええ,0,,
2900.232,うるさすぎるww,1,,
2900.948,うるせぇww,1,,
2901.037,スキルの音キモくね？,0,,
2901.145,にぎやかw,1,,
2901.326,デバフ報告,1,,
2901.419,うるさｗ,1,,
2902.506,おもろｗ,1,,
2904.223,りりむw,1,,
2904.684,あ,1,,
2905.037,音圧えぐいがw,1,,
2905.513,nt,1,,
2906.43,おしいい,1,,
2906.469,ナイス！,1,,
2907.44,ナイス,1,,
2907.748,おｃ,1,,
2908.671,おしい～,1,,
2908.773,あ,1,,
2908.932,ナイス,1,,
2909.104,おしいい,1,,
2909.151,ナイス,1,,
2909.307,あ,1,,
2909.554,ないす,1,,
2909.592,たのしいねぇw,1,,
2909.603,うるさいw,1,,
2909.878,！？,1,,
2909.999,おしいいい,1,,
2910.947,おしい,1,,
2911.154,おしい,1,,
2911.548,草,1,,
2913.239,草,1,,
2913.35,おしいw,1,,
2913.388,わぁぁおしい,1,,
2913.578,あ,1,,
2913.648,ぇ,1,,
2913.833,ナイスゥ,1,,
2914.477,ガチ解除がメタ,1,,
2914.534,草,1,,
2914.862,おしいー,1,,
2914.895,草,1,,
2915.017,graph told me not to,1,,
2915.029,おしいい,1,,
2915.375,そんな…,1,,
2915.692,ww,1,,
2915.753,nt,1,,
2915.74,おしい,1,,
2915.797,草,1,,
2915.805,草,1,,
2915.882,おしい,1,,
2916.922,まじか,1,,
2917.033,おし～！,1,,
2917.539,草,1,,
2917.81,あたまかった,1,,
2918.088,おしい,1,,
2918.867,漢気すぎるｗ,1,,
2919.687,かたｗｗ,1,,
2919.691,草,1,,
2920.384,漢すぎる,1,,
2920.401,草,1,,
2920.604,アーマー買ってたか？,1,,
2921.307,草,1,,
2922.392,漢だ・・・,1,,
2922.74,草,1,,
2922.942,おしいw,1,,
2923.249,VCうるさい,1,,
2923.259,どまｗ,1,,
2923.481,草,1,,
2923.639,痛覚遮断,1,,
2923.823,おしい,1,,
2924.629,nf,1,,
2924.742,メンタル強かったな,1,,
2924.784,nt,1,,
2925.225,騒がしいのよw,1,,
2925.786,おしい〜,1,,
2925.943,漢解除だ,1,,
2926.006,おしい,1,,
2926.086,心臓に毛生えてた,1,,
2926.743,侠気ｗ,1,,
2927.152,ガチ解すぎるw,1,,
2927.217,おしい,1,,
2927.446,ガチの顔してたww,1,,
2927.463,顔硬すぎ,1,,
2927.692,漢だなぁ,1,,
2927.705,nf,1,,
2927.816,そんなことなかったｗ,1,,
2929.213,ブロ特有のｗ,1,,
2929.492,アーマーきてたなぁ,1,,
2930.968,ガチ解除通っちゃったw,1,,
2931.18,ゲーム音小さいかもです,1,,
2931.55,漢だったw,1,,
2931.903,メンタル硬め,1,,
2932.109,神経ちぎれてたな…,1,,
2932.259,心臓つよすぎ,1,,
2932.389,ping4にもどっってるな,1,,
2933.023,ガチ解除かw,1,,
2934.193,漢だった,1,,
2935.209,漢気解除,1,,
2936.744,おもろすぎるw,1,,
2936.839,未来人には見えてたか,1,,
2936.864,漢すぎるだろ,1,,
2937.726,though its a spammer itself,0,,
2938.396,漢気解除,1,,
2938.541,PING落ち着いてきたなぁ,1,,
2939.35,壁とアーマーバイいかつい,0,,
2940.146,りりむやっぱ元気だなぁw,1,,
2941.844,未來視されたか,0,,
2944.933,葛葉さんのセージはなぁw,1,,
2947.949,頭あったてがち解除すごいな,0,,
2948.767,りりむ葛葉が見る方見に来るのおもろい,0,,
2948.808,135でまじか,0,,
2949.037,りりむマジうるさいw,1,,
2949.075,たのしーw,1,,
2950.395,セージの壁気をつけないとw,1,,
2951.604,1ラウンドから熱いなｗ,0,,
2953.09,ゲッコーw,1,,
2964.657,ファストレーンでいいと思うもくの道ｗｗ,0,,
2966.779,ゲーム音小さいよ？,0,,
2970.648,りりむ！？,0,,
2970.782,草,1,,
2970.937,草,1,,
2970.946,草,1,,
2970.968,草,1,,
2971.032,クsあ,0,,
2971.281,あああ,0,,
2971.61,草,1,,
2972.816,草,1,,
2973.279,草,1,,
2975.045,草,1,,
2975.267,草,1,,
2975.473,草,1,,
2975.515,草,1,,
2975.652,w,1,,
2975.801,草,1,,
2975.89,草,1,,
2976.62,草,1,,
2977.197,あw,1,,
2977.261,草,1,,
2977.324,草,1,,
2977.766,草,1,,
2979.313,草,1,,
2979.538,草,1,,
2979.538,草,1,,
2979.758,草,1,,
2979.8,楽しすぎｗ,0,,
2979.821,草,1,,
2980.345,草b,1,,
2980.357,草,1,,
2980.676,草,1,,
2980.923,草,1,,
2981.526,草,1,,
2981.984,草,1,,
2982.024,草,1,,
2982.108,草,1,,
2982.228,草,1,,
2982.485,草,1,,
2982.818,ww,1,,
2983.322,終わってるｗ,0,,
2983.709,草,1,,
2983.739,草,1,,
2983.744,草,1,,
2983.903,草,1,,
2983.954,あw,1,,
2984.03,草,1,,
2984.12,ww,1,,
2984.56,草,1,,
2984.677,えびおｗｗ,0,,
2984.928,あ,0,,
2984.996,草,1,,
2985.076,草,1,,
2986.43,わぁ〜,0,,
2986.815,にゃらかww,1,,
2987.03,草,1,,
2987.163,草,1,,
2987.636,おしい,0,,
2988.537,事故が多発してるｗ,0,,
2988.58,もうぐちゃぐちゃやw,1,,
2989.091,草,1,,
2989.137,ひばつっよ,0,,
2989.547,なんかおばさんおらんかった？ｗ,0,,
2989.742,草,1,,
2989.756,草,1,,
2991.733,おもろw,1,,
2993.218,ダメかもしれんこのチーム,0,,
2993.661,えびおww,1,,
2995.33,　おわらい会,0,,
2997.522,にゃら？w,1,,
2998.617,こんにゃらおもろすぎんか,0,,
3000.018,きゃ,0,,
3000.855,ナイス！,0,,
3001.457,ナイス,0,,
3001.856,おお,0,,
3002.744,nt,0,,
3002.844,nt,0,,
3003.248,おしいい,0,,
3003.68,消えてもらおうか！,0,,
3004.339,nt,0,,
3004.421,おっしい,0,,
3004.517,おおお,0,,
3004.918,nt,0,,
3005.169,nt,0,,
3005.139,ないすけずり,0,,
3005.39,おしい,0,,
3005.773,草,1,,
3005.825,nt,0,,
3006.653,nt,0,,
3006.701,nt,0,,
3007.325,ナイス,0,,
3007.725,nt,0,,
3008.567,草,1,,
3009.142,草,1,,
3009.652,惜しい！,0,,
3009.729,nt,0,,
3009.843,事故が多発してんなw,1,,
3010.451,nt ,0,,
3012.683,角待ちチェンバー,0,,
3013.356,nt,0,,
3013.605,nt,0,,
3013.808,ntnt,0,,
3014.96,ｗｗ,0,,
3015.352,きもいw,1,,
3016.168,nt,0,,
3016.927,nt,0,,
3017.709,あっちこっちにいる,0,,
3018.819,あっちこっち,0,,
3018.905,エビオさぁ…,0,,
3019.117,エビオっていつもそう,0,,
3019.125,さすがに英雄,0,,
3019.864,あっちこっちそっちABO,0,,
3021.536,がんばれ！,0,,
3021.853,ｗｗ,0,,
3021.894,消えてもら…,0,,
3025.419,エビオがいっちゃんいやらしい,0,,
3027.533,Nt,0,,
3028.702,感謝(ㅅ´꒳` ),0,,
3028.738,セー、ジ,0,,
3028.752,よわｗｗ,0,,
3031.089,よわ草,0,,
3031.901,常識が通じない男,0,,
3032.644,nt,0,,
3035.7,絶対ジャッジ持ったエビオいるぞ,0,,
3036.474,ww,1,,
3041.477,ｗ,0,,
3045.301,ping1桁なってる。いいね,0,,
3045.635,ナイスシュミレーション,0,,
3048.842,草,1,,
3050.022,戦績どんな感じですか？,0,,
3052.738,草,1,,
3053.6,りりむｗｗ,0,,
3053.927,草,1,,
3054.794,草,1,,
3055.108,草,1,,
3055.328,草,1,,
3055.619,草,1,,
3055.75,ww,1,,
3057.195,ww,1,,
3057.205,いいむ笑笑,1,,
3059.208,草,1,,
3059.442,草,1,,
3059.609,草,1,,
3059.716,騒がしいなw,1,,
3059.752,草,1,,
3060.319,うるさ,1,,
3060.673,草,1,,
3061.02,草,1,,
3061.093,うるせえw,1,,
3061.156,草,1,,
3061.426,草,1,,
3061.581,草,1,,
3061.663,わちゃわちゃw,1,,
3063.084,草,1,,
3063.136,草,1,,
3063.923,ぐっちゃぐちゃw,1,,
3064.089,りりむうるせえww,1,,
3064.383,草,1,,
3064.563,草,1,,
3064.683,草,1,,
3064.849,w,1,,
3064.853,草,1,,
3064.87,りりむｗｗ,1,,
3064.932,うるせぇw,1,,
3065.289,はしりうちすごw,1,,
3065.295,ww,1,,
3065.406,りりむちゃんw,1,,
3065.652,草,1,,
3065.685,草,1,,
3065.748,草,1,,
3065.789,エゴがすぎるw,1,,
3065.799,うるせえｗ,1,,
3066.406,うるさｗｗ,1,,
3066.63,めっちゃわらってるw,1,,
3066.651,草,1,,
3066.771,りりむ草,1,,
3066.815,草,1,,
3066.863,草,1,,
3067.098,草,1,,
3067.149,ナイス,1,,
3067.328,なんだなんだｗ,1,,
3068.84,うるせぇ！,1,,
3069.591,草,1,,
3069.617,ボブ！？w,1,,
3070.255,草,1,,
3071.27,ww,1,,
3071.377,話聞かねぇw,1,,
3071.501,スキルで進めないんよねw,1,,
3071.827,わちゃわちゃ,1,,
3072.278,終わってるw,1,,
3072.464,草,1,,
3072.664,騒がしいｗ,1,,
3072.734,俺ボブ,1,,
3072.834,りりむwうるさカワイイw,1,,
3073.074,？？？｢魔界ノりりむうるせぇ｣,1,,
3073.132,お前ボブお前ボブ！,1,,
3073.371,ボブ？,1,,
3073.759,オレボム！,1,,
3075.643,りりむ報告ガチだな,1,,
3077.096,？？？,1,,
3077.282,うるせえw,1,,
3077.389,草,1,,
3077.688,りりむガチうるせえw,1,,
3077.706,めっちゃ騒がしいw,1,,
3077.77,うるせぇｗ,1,,
3077.785,？？？「魔界ノりりむうるせぇ」,1,,
3078.425,わちゃわちゃw,1,,
3078.646,りりむうるせえｗ,1,,
3078.774,おもろすぎ,1,,
3079.212,パワーじゃねえかw,1,,
3079.347,奈羅花にこにこやん,1,,
3079.405,草,1,,
3080.27,うるせぇww,1,,
3080.457,りりむかわいいな〜,1,,
3080.539,りりむえぐい音量w,1,,
3080.768,りりむｗ,1,,
3081.386,わちゃわちゃｗ,1,,
3081.418,ぐちゃぐちゃw,1,,
3081.492,草,1,,
3083.205,やかましくて草,1,,
3083.257,わちゃわちゃおもろい,1,,
3083.526,ふへっちやめてｗ,1,,
3083.562,魔界ノりりむうるせえ！,1,,
3084.405,騒がしいw,1,,
3085.441,オープンへっち？,1,,
3085.753,うるさw,1,,
3087.209,no soundがすぎるw,1,,
3088.906,やかましいw,1,,
3089.51,ボブw,1,,
3089.873,ナイスゥw,1,,
3089.887,なぜ強いいw,1,,
3090.491,りりむ5人分くらい喋ってるってｗ,1,,
3090.739,なんもわからんw,1,,
3090.976,りりむうるせぇw,1,,
3091.046,ハユンの声があまり聞き取れない,1,,
3091.07,ナイス,1,,
3091.531,りりむうるせえｗ,1,,
3091.641,ナイスゥ,1,,
3091.811,うるさw,1,,
3093.144,わちゃわちゃ,1,,
3093.323,ヴァカランド,1,,
3093.496,ナイスゥ！,1,,
3094.343,ナイス,1,,
3094.751,りりむうっさいww,1,,
3094.853,ないす！！,1,,
3095.128,ナイス！,1,,
3095.157,ナイス,1,,
3095.169,草,1,,
3095.19,ナイスナイス,1,,
3095.306,なんか勝って草,1,,
3095.704,これにはイブラヒムもガチギレ,1,,
3095.772,なんも聞こえんし面白すぎるｗ,1,,
3096.169,みんな落ち着いて！,1,,
3096.264,ナイス！,1,,
3096.451,イブラヒムブチ切れで草,1,,
3096.672,いいむ草,1,,
3097.111,マジで報告が聞こえんｗ,1,,
3097.287,ナイスゥ,1,,
3097.35,ナイスゥｗ,1,,
3097.867,りりむうるさ,1,,
3098.707,よくこれでできるなハユンｗ,1,,
3098.831,ないすw,1,,
3098.979,ナイス,1,,
3099.362,なんで勝てた,1,,
3099.347,ないすー,1,,
3099.523,りりむちゃんかわいww,1,,
3099.537,ナイスー！,1,,
3099.754,ナイス,1,,
3100.571,ナイスゥ！,1,,
3100.676,りりむ三人分くらい報告してね？,1,,
3101.16,ナイス笑笑,1,,
3101.772,ないす！,1,,
3102.045,ナイスw,1,,
3102.288,なんでか勝ったww,1,,
3102.641,草,1,,
3102.652,ナイスー,1,,
3103.02,ナイス,1,,
3103.038,なんだこれw,1,,
3103.07,ないすー！,1,,
3103.072,りりむデバフがえぐい,1,,
3103.323,りりむ5人分喋ってるｗ,1,,
3103.67,ナイス,1,,
3103.839,なぜ強いw,1,,
3104.078,イブラヒムにデバフと言われただけある,1,,
3104.091,何で勝てる？w,1,,
3104.119,ないすw,1,,
3104.209,うるさすぎｗ,1,,
3104.331,ないす！,1,,
3104.336,これが笑顔のヴァロかｗ,1,,
3104.734,ナイスー,1,,
3105.398,ないすぅ,1,,
3105.609,ハユン大丈夫か？w,1,,
3105.849,ないす,1,,
3106.924,草,1,,
3107.559,リリム10人分ぐらい喋るやんw,1,,
3107.62,草,1,,
3107.669,ないすw,1,,
3107.848,草,1,,
3108.894,騒がしくて最高だなw,1,,
3109.016,それはそう,1,,
3109.652,草,1,,
3109.883,ナイス,1,,
3110.194,地獄すぎるw,1,,
3110.811,草,1,,
3111.599,ウィンドウ部隊どうした言われてたw,1,,
3111.775,よう勝てたな,1,,
3112.54,りりむ一応ちゃんとキルは取るんよね,1,,
3112.54,草,1,,
3113.065,草,1,,
3115.005,姫賑やかw,1,,
3115.128,魔界ノりりむうるせぇｗ,0,,
3115.879,声量だけVCT,0,,
3117.145,ww,1,,
3119.945,草,1,,
3120.607,ハユンくん喋れてる？,0,,
3120.936,カオスw,1,,
3122.247,りりむサイコー,0,,
3123.108,にゃらか優しいｗ,0,,
3125.183,騒がしw,1,,
3127.167,いいむの声しか聞こえないw,1,,
3128.211,ハセシンおるなw,1,,
3130.848,りりむデバブ発動中,0,,
3131.122,りりむw,1,,
3132.175,こないｗ,0,,
3133.037,無視w,1,,
3133.18,りりむうるせぇってなんか聞いた事あるなぁ…,0,,
3133.88,草,1,,
3134.491,無視ｗ,0,,
3136.966,無視されたw,1,,
3137.011,草,1,,
3137.786,草,1,,
3139.377,りりむ、不要,0,,
3139.442,草,1,,
3139.538,草,1,,
3140.463,無視w,1,,
3140.574,ｗ,0,,
3142.472,ナイスゥ,0,,
3142.595,着いてこないw,1,,
3142.682,草,1,,
3143.249,ww,1,,
3143.354,草,1,,
3143.441,めっちゃ楽しそうww,1,,
3143.743,ネオンちゃんｗ,0,,
3144.215,草,1,,
3144.397,ナイス！,0,,
3144.823,無視ww,1,,
3145.816,無視ｗｗ,0,,
3145.983,いいむw,1,,
3146.325,ナイス,0,,
3146.393,りりむさん？ww,1,,
3146.685,ナイス,0,,
3147.689,ぷい,0,,
3147.958,草,1,,
3148.57,ナイスゥ！,0,,
3148.664,ナイスゥ,0,,
3148.985,honnin ww,1,,
3149.381,ナイス！,0,,
3151.084,りりむw,1,,
3151.456,子どもすぎw,1,,
3151.54,無視草,0,,
3153.89,わちゃ٩( ᐛ )وわちゃ,0,,
3153.943,シカトま？w,1,,
3154.178,ずしりはいうこと聞かない,0,,
3154.861,まじ似てる,0,,
3156.685,本人！？,0,,
3156.956,ナイス！,0,,
3159.796,ナイス,0,,
3161.077,ナイス,0,,
3161.152,本人,0,,
3163.476,まじ似てる,0,,
3165.06,ｗ,0,,
3165.105,ナイスゥ！,0,,
3169.214,ナイスゥ,0,,
3169.588,GO,0,,
3169.924,設置w,1,,
3170.385,葛葉設置w,1,,
3170.725,まじ似てる,0,,
3171.473,スパイクが,0,,
3172.777,設置せいや,0,,
3172.837,いいむ！？,0,,
3172.98,おお,0,,
3173.088,草,1,,
3173.818,設置は？ｗ,0,,
3174.08,うまいじゃん！,0,,
3174.424,うまw,1,,
3174.483,草,1,,
3174.525,今度は言うこと聞いたｗｗ,0,,
3174.671,おお,0,,
3175.44,設置ｗ,0,,
3175.484,またw,1,,
3175.751,葛葉設置w,1,,
3176.689,うまw,1,,
3176.999,草,1,,
3177.641,俺やww,1,,
3178.133,エイムだけうまいｗ,0,,
3178.274,わちゃわちゃ,0,,
3178.834,りりむナイス～,0,,
3179.007,設置忘れがちw,1,,
3179.783,ありがとウィング,0,,
3181.419,いや草,0,,
3181.568,ナイス！,0,,
3181.565,かわえー,0,,
3184.094,設置忘れがちw,1,,
3184.213,草,1,,
3184.886,やっばｗ,0,,
3184.98,うんまぁ！,0,,
3185.247,りりむほんとうまいわ,0,,
3186.521,草,1,,
3186.9,どまｗ,0,,
3187.576,トコトコかわいいな,1,,
3187.536,草,1,,
3187.818,かわええ,1,,
3187.89,ウィングマンかわち〜,1,,
3189.123,たのしｗ,1,,
3189.124,草,1,,
3190.349,ww,1,,
3191.003,わちゃわちゃw,1,,
3191.034,可愛い,1,,
3191.163,設置しないと！,1,,
3191.431,草,1,,
3191.779,負けたな,1,,
3192.739,ナイス！,1,,
3193.198,おおおお,1,,
3193.3,終わってるよw,1,,
3193.595,ナイス！,1,,
3194.466,お弁当持ってるの忘れがちw,1,,
3195.227,ぉぉ,1,,
3195.392,わっちゃわちゃww,1,,
3196.577,仲良死,1,,
3197.022,草,1,,
3198.324,りりむ？,1,,
3198.329,なかよ死,1,,
3199.023,dann muss ich da diese scheisse,1,,
3199.032,りりむぅ！！,1,,
3199.25,がんばれりりむ！！,1,,
3199.678,チビ助かわい,1,,
3200.835,草,1,,
3201.489,草,1,,
3201.565,草,1,,
3201.659,うあああｗ,1,,
3202.293,草,1,,
3202.379,ナイスゥ,1,,
3203.536,ナイスゥw,1,,
3203.657,うおおお,1,,
