時間,コメント,ラベル,,,,
3289.904,フィジでも勝てるぞ,1,,,,
3289.97,フィジカルで本番勝てるんならそれでいい,1,,,,
3290.062,フィジよ結局,1,,,,
3292.823,フィジカル活かしてくの強いw,1,,,,
3293.475,ナイスチームです,1,,,,
3293.73,葛葉の役割は「破壊」,1,,,,
3295.513,nicee,1,,,,
3295.574,なぃすー,1,,,,
3298.552,ナイスよ,1,,,,
3299.481,フィジ負けてないよ,1,,,,
3300.139,つよい!,1,,,,
3302.318,ぐちゃぐちゃにしようぜｗｗ,1,,,,
3303.13,だけどっすけど,0,,,,
3305.295,各地つつくｗ,0,,,,
3307.482,ないす〜,0,,,,
3310.374,ないす〜！,0,,,,
3311.021,葛葉のIGL全部GOで気持ちいいなw,0,,,,
3312.171,モクいっぱい吐けｗ,0,,,,
3313.298,数カウント！,0,,,,
3313.445,買ってないよー,0,,,,
3314.914,スタックしてきそう,0,,,,
3314.969,強いよ！,0,,,,
3316.212,スキル,0,,,,
3316.62,迷いがないだけでみんなが本来の力出せてるような気がする,0,,,,
3317.524,かるびww,0,,,,
3318.847,フィジカル負けてるかなって思ってたけど、そんなことないのか。凄いな,0,,,,
3320.102,つついていけー！,0,,,,
3322.047,バイしてないな,0,,,,
3323.245,潔になれ。脳ミソ使ってけー！,0,,,,
3324.373,貫けー！,0,,,,
3326.671,俺ごと貫けｗｗ,0,,,,
3326.926,葛葉のキルが味方のスイッチになってる気持ちする！ナイス！,0,,,,
3328.936,この構成での守り気になる〜,0,,,,
3329.662,ナイス冷静や,0,,,,
3331.15,あれ嫌いｗ,0,,,,
3331.767,ほうほう,0,,,,
3332.887,そろそろエビオのオーディン来そうでこえーw,0,,,,
3333.276,明確で分かりやすいねぇ,0,,,,
3335.994,どんだけ違ってても迷いがないなら気持ち良すぎるぞファイト,0,,,,
3338.064,思考が濁らないの大事なんだなぁ,0,,,,
3343.039,2デュエ構成ってこういう大会マジ刺さるな,0,,,,
3343.911,ナイス冷静ゲーミング,0,,,,
3345.383,迷わないってまじで大事やな,0,,,,
3348.137,あの、アーマーが,0,,,,
3351.729,急に静かになられるの相手目線嫌だろうな,0,,,,
3353.554,攻めでとっときたい構成ではあるな,0,,,,
3354.374,ジャッジこえーｗ,0,,,,
3357.413,対応されたらこっちも対応か,0,,,,
3359.729,思考って大事なんだ,0,,,,
3360.562,ジャンピしてるのにその後ろでピークｗ,0,,,,
3363.224,abo,0,,,,
3364.546,モクジャッジ専門家おるからなあ,0,,,,
3364.697,エビオのじゃるじ・,0,,,,
3365.517,かるび今日かっこいいな,0,,,,
3366.179,目でかい,0,,,,
3368.739,こことのスクリムめっちゃ価値高くね,0,,,,
3372.331,お相手は撃ちあわないスタイルな分、リソースは使いがちか,0,,,,
3372.666,相手はこのゲームに対する思考力がそれぞれ高めなチーム,0,,,,
3373.103,ドライはジャッジ怖いな,0,,,,
3374.422,おでんや…,0,,,,
3374.417,Aboの影,0,,,,
3374.988,いけー,0,,,,
3375.949,いいぞー,0,,,,
3380.808,ないすだ,0,,,,
3381.35,いてて,0,,,,
3381.899,リーダーつええ,0,,,,
3382.449,リーダーが良くなってる,0,,,,
3383.776,おでんおった,0,,,,
3390.532,ヒールあったけえ,0,,,,
3391.145,あったけえ,0,,,,
3396.01,ヒールありがて～；,0,,,,
3400.729,ラプさんも提案してくれるのありがてえな,0,,,,
3404.718,ヨルかっけーなあ,0,,,,
3406.534,やっぱ水無瀬くん負担が軽くなったんかな,0,,,,
3410.496,わぁどま！,0,,,,
3411.533,どまです,0,,,,
3422.213,どまです,0,,,,
3425.278,どまです,0,,,,
3425.719,アンチエコ,0,,,,
3429.302,ないとら!,0,,,,
3430.022,ナイトラ,0,,,,
3430.622,こっから取られるのか,0,,,,
3431.387,クリア難しい,0,,,,
3432.139,水無瀬くんやる事単純になっててエイムキレてるね,0,,,,
3432.307,落ち着けば大丈夫よ,0,,,,
3436.882,カルビランプもう少し取らないとな,0,,,,
3437.836,見直しナイス,0,,,,
3439.516,こういうときもあるな！イイ勉強よね！がんばれ！,0,,,,
3441.714,わちゃかー,0,,,,
3443.466,学びやないか,0,,,,
3444.906,アンチエコ,0,,,,
3448.625,しっかり伝えるのいいな、後悔はなしで！,0,,,,
3450.473,学びよ,0,,,,
3450.426,トリプルフラッシュいけ,0,,,,
3451.152,ﾊｲ,0,,,,
3451.577,シャワー前どこいたんだ,0,,,,
3452.99,いい練習やん！,0,,,,
3455.068,いけるいける〜,0,,,,
3455.335,学びあるよ！,0,,,,
3455.809,いこいこいこ〜！,0,,,,
3455.955,初構成でいいやん,0,,,,
3457.807,ふぁいと！,0,,,,
3459.822,学びもあっていいねなんか,0,,,,
3461.936,がんばれ！、！,0,,,,
3462.218,いいよー,0,,,,
3466.225,いける！,0,,,,
3468.408,今日のうちにいっぱい学んどこ,0,,,,
3468.839,声だそー！,0,,,,
3470.605,かるびちゃんが慎重なのは本番の緊張考えるといいことでしょう,0,,,,
3470.826,かるびマジでスキル惜しむな,0,,,,
3471.702,いける！がんばれ！,0,,,,
3471.893,学び良きだよ！,0,,,,
3472.314,水無瀬さんのびのびとやれてる感じしてよさそう,0,,,,
3476.241,リーダーのフィジ存分に活かせたら強い！,0,,,,
3476.424,フェイクしたんｗ,0,,,,
3476.505,いろいろ試してていいね！,0,,,,
3478.589,定期あざす！,0,,,,
3478.948,良い試合にみえるが詳しくないからあってっか分かんないな,0,,,,
3482.366,水無瀬さん火力に回ったほうがチームはつよい！,0,,,,
3482.736,水無瀬さんＡＩＭだけに集中できると強いな,0,,,,
3486.91,このチーム前のめりの方が強いよね,0,,,,
3487.596,惜しい,0,,,,
3490.485,ありがとう,0,,,,
3491.893,一旦8ー4とさせていただくか,0,,,,
3492.106,かーつええ,0,,,,
3496.734,どんまい,0,,,,
3499.005,惜しい惜しい,0,,,,
3499.334,惜しかった,0,,,,
3502.12,対応してきてるね,0,,,,
3502.333,どんまいよ,0,,,,
3503.587,今の相手上手かったな,0,,,,
3504.727,わかってあげられるよ,0,,,,
3504.915,どーまーなんだよー,0,,,,
3505.07,激しいぜｗ,0,,,,
3505.66,どまい！,0,,,,
3506.98,なんかありそうだった,0,,,,
3509.348,いっぱいいた,0,,,,
3509.35,対応はやすぎだろ,0,,,,
3510.042,けずれー,0,,,,
3510.24,えっぐい当たりにくるね,0,,,,
3511.555,まぁでもめっちゃ露骨なクロス組まれてたな,0,,,,
3513.381,狙いはかなり良かったね,0,,,,
3513.548,裏から,0,,,,
3513.799,まー警戒するよね,0,,,,
3514.086,きついな,0,,,,
3515.596,エイムぷりぷりだね,0,,,,
3519.761,配置的に対策されてるな,0,,,,
3519.921,こんなすぐ対応されるんか,0,,,,
3521.181,むちゃくちゃやってけー,0,,,,
3525.103,事故事故,0,,,,
3525.92,いっぱいいたねぇ,0,,,,
3528.667,B4,0,,,,
3528.773,これはお相手見事だな,0,,,,
3531.085,犬欲しいか,0,,,,
3532.701,ラプ様がんばれ,0,,,,
3534.786,ここからが見所ですね,0,,,,
3538.575,もうヨル来るのわかってる配置だもんなあれ,0,,,,
3541.183,キープ頑張れラプ様,1,,,,
3541.501,バカ！？,1,,,,
3542.542,どんどんやってこー！,1,,,,
3544.438,ゆけゆけー！,1,,,,
3545.151,攻めには攻めを,1,,,,
3545.738,いける！,1,,,,
3545.776,バカが草,1,,,,
3546.205,ラプ様がんばれ,1,,,,
3547.245,いける！w,1,,,,
3547.276,ばかがｗ,1,,,,
3547.333,ゆうて惜しかった,1,,,,
3547.568,馬鹿が草,1,,,,
3547.823,言葉つよww,1,,,,
3548.265,ラプ様いける！,1,,,,
3548.999,ばかがw,1,,,,
3549.295,できるできる！,1,,,,
3549.556,ラプ様w,1,,,,
3550.235,もっといえｗ,1,,,,
3550.545,正直エイムあればいけたよな,0,,,,
3550.545,まあ、対応はされるのはしゃーない,0,,,,
3551.991,たすかる,1,,,,
3552.106,ばか！？w,1,,,,
3552.116,ばかがー,1,,,,
3552.47,ばかがw,1,,,,
3552.597,ACEACE,1,,,,
3553.283,バカがｗ,1,,,,
3554.883,ラプ様w,1,,,,
3554.941,いうねえw,1,,,,
3555.606,バカがｗ,1,,,,
3555.737,バカがよぉ！,1,,,,
3556.166,バカがw,1,,,,
3556.763,ラプ様がんばれ！,1,,,,
3557.028,aimいけてりゃとれてたし運ゲーや,0,,,,
3557.175,最初あんな刺さってたのに、普通に相手凄いな,1,,,,
3557.987,ラプ様かわいい,1,,,,
3558.559,今のはしゃーない,0,,,,
3559.44,総帥ww,1,,,,
3561.854,みんないけるー！,1,,,,
3564.05,罵倒たすかるわ,1,,,,
3564.325,YMD,1,,,,
3565.448,ラプ様いいぞ～,1,,,,
3570.47,ラプ様が言うとかわいいw,1,,,,
3572.375,ラプちゃんいいね,1,,,,
3572.984,刺さらなくなったら別の刺せるところを見つけるのが葛葉,0,,,,
3573.748,あたかも乗れているかのような顔,1,,,,
3574.855,ナイスキープ,1,,,,
3574.867,フリｗ,1,,,,
3575.185,乗ったフリｗ,1,,,,
3577.681,エイムあったら全然あったな今,1,,,,
3578.338,ラプ様、いいねｗ,1,3913,,,
3578.368,ラプ様かわいいw,1,,,,
3578.346,乗れてます,0,,,,
3582.974,ふんふん,0,,,,
3584.073,スクリムだしどんどん試してこ,0,,,,
3586.342,頑張ってるなー！応援してるよー！,0,,,,
3587.625,遅ればせ北。本日もサムネいいな,0,,,,
3589.21,葛葉いいぞー,0,,,,
3591.549,がんばれみんなー！,0,,,,
3595.086,ファイト〜！,0,,,,
3597.635,ラプ様かわいい,0,,,,
3598.177,試し試し,0,,,,
3602.878,まぁまだ5分,0,,,,
3603.468,たしかに色々試した方がいい,0,,,,
3603.699,ゆーけゆけゆけゆけ試していこうだーんだ,0,,,,
3605.277,攻め多くとっときたいね,0,,,,
3608.227,ふぁいつ,0,,,,
3608.693,めっちゃ練習してけ！がんばれ！,0,,,,
3610.029,シャワー死守したいチームなのかな,0,,,,
3623.624,ちゃーんす,0,,,,
3623.962,俺がやる！,0,,,,
3628.58,お前がやれ！,0,,,,
3635.324,俺がやる！,0,,,,
3635.306,ほう…？,0,,,,
3639.347,いないのか,0,,,,
3641.779,omoshiro,0,,,,
3644.902,フッカー,0,,,,
3645.762,うまくかわされたか,0,,,,
3647.71,多分フッカー下かな,0,,,,
3649.38,おらんかった,0,,,,
3650.396,フッカーやろ,0,,,,
3657.98,絶対くぼみで噛み合ってる,0,,,,
3658.023,今北、今何勝何敗ですか？,0,,,,
3660.664,敵かと思ったマジでびっくりしたマジでびっくりした,0,,,,
3661.896,フッカーから焚けるウルトやね,0,,,,
3662.987,それフッカー上の方でも範囲入るんだよな,0,,,,
3666.796,おっとどんまい,0,,,,
3673.699,ぼむ！？！,0,,,,
3676.956,調子わるい、か,0,,,,
3680.563,背負ってる？,0,,,,
3681.762,ぴっかぴかw,0,,,,
3687.287,一生まぶしいｗｗ,0,,,,
3688.328,いいよー,0,,,,
3693.497,くー！,0,,,,
3695.275,ピカピカでわろた,0,,,,
3701.181,フラッシュきちぃ,0,,,,
3702.225,フッカー下のやつか,0,,,,
3704.567,ヨル腐っちゃった,0,,,,
3708.963,どんまいだー！,0,,,,
3716.468,なるほどねえ,0,,,,
3717.324,フッカーいける,0,,,,
3718.933,Nt!,0,,,,
3719.969,学びやなー！,0,,,,
3720.259,学びだ,0,,,,
3720.47,ほほー,0,,,,
3721.53,またもや学びじゃないか,0,,,,
3721.807,みっちーが教えてたな,0,,,,
3722.416,学びきちゃ！,0,,,,
3723.687,ウルト反応してたもんなあ,0,,,,
3723.836,学びか,0,,,,
3723.825,学びや,0,,,,
3724.805,学び,0,,,,
3724.935,学び,0,,,,
3725.841,フッカーとメイン同時に隠せるウルト,0,,,,
3726.078,学び,0,,,,
3726.189,学びだ,0,,,,
3726.557,学び！,0,,,,
3726.633,知識はしゃーなしよ！,0,,,,
3726.976,学びだ,0,,,,
3727.292,どんまいどんまい,0,,,,
3728.915,学び！,0,,,,
3728.891,へー,0,,,,
3729.336,結構有名なやつだった気がするけどね,0,,,,
3729.521,なるほどなあ,0,,,,
3732.169,大丈夫ファイティン,0,,,,
3732.295,みっちーが教えてたやつだ,0,,,,
3733.047,学び多いよ！いいよ！,0,,,,
3733.199,学びや！,0,,,,
3733.481,学びだね,0,,,,
3733.96,今日知れて良かった,0,,,,
3734.014,学びいいね,0,,,,
3735.338,学びだ,0,,,,
3735.54,学び,0,,,,
3736.326,またひとつ学び,0,,,,
3737.013,いくぞいくぞ,0,,,,
3737.659,学び,0,,,,
3737.688,学びやね,0,,,,
3739.052,じゃあ、つぎは入れるってことやね,0,,,,
3739.154,これはいい学び,0,,,,
3740.394,楽しくなってるね水無瀬さんいいぞ,0,,,,
3742.021,楽しい！,0,,,,
3742.425,いい学び！,0,,,,
3743.141,気持ちいいか,0,,,,
3743.396,色んなこと知れて良いスクリムだ,0,,,,
3744.866,学びや,0,,,,
3745.988,モク使わないんでえ！今日でよかった,0,,,,
3750.547,ふぁいてぃーん!,0,,,,
3751.592,スクリムで知れてよかった,0,,,,
3751.725,がんばって！,0,,,,
3760.291,バインドのヴァイパーウルトの定石,0,,,,
3760.661,嫌がってるねぇ,0,,,,
3766.126,楽しいのが1番や笑,0,,,,
3773.882,鳥にフラッシュw,0,,,,
3774.51,明日に向けてね,0,,,,
3778.056,まじナイス,0,,,,
3780.892,嫌なことしよー,0,,,,
3783.142,フラッシュが犬にｗｗ,0,,,,
3791.647,すばやくエントリーそれがヨルのいい所の一つｗ,0,,,,
3796.558,かー相手も対面つよい,0,,,,
3802.253,ラプ様w,0,,,,
3803.056,いい報告よ～,0,,,,
3803.311,どまや,0,,,,
3803.639,なにが悪かったんだ,0,,,,
3805.136,おっしいなああ,0,,,,
3806.738,惜しい,0,,,,
3807.449,エイムがぷりっちまった,0,,,,
3809.409,かわいいなラプ様,0,,,,
3810.503,悪くないよー,0,,,,
3811.606,ラプちゃんかわよ,0,,,,
3812.522,ラプ様かわよ,0,,,,
3812.877,えらぁ,0,,,,
3813.088,本番でやりゃーいい,0,,,,
3814.364,おっしいモク飛び出しだしエイム勝負だったな,0,,,,
3816.226,わたくしー！がんばって！,0,,,,
3816.572,カバーキルが少ないな,0,,,,
3816.639,おおつよ,0,,,,
3822.002,ラプ様ww,0,,,,
3822.273,ラプ様w,0,,,,
3824.298,別に悪くはないんよな,0,,,,
3825.454,おっしい,0,,,,
3826.011,おっしいい,0,,,,
3826.859,おっしい！,0,,,,
3827.382,おっしい！,0,,,,
3827.943,おっしいい,0,,,,
3828.261,おしー！,0,,,,
3828.38,おしい～！,0,,,,
3829.715,おっしいい,0,,,,
3829.75,おしー！,0,,,,
3829.974,惜しい,0,,,,
3830.311,おっし,0,,,,
3830.342,惜しいい,0,,,,
3830.401,おっしいい,0,,,,
3830.513,おっしいいお,0,,,,
3830.537,惜しい,0,,,,
3831.383,相手何をするにも2人いるな,0,,,,
3831.39,おっしい,0,,,,
3831.397,おしー！,0,,,,
3831.402,おしいー！,0,,,,
3832.014,おっしい！,0,,,,
3832.589,おっしいい,0,,,,
3832.573,悪くなかった,0,,,,
3833.36,おっしいい,0,,,,
3833.419,おしー！,0,,,,
3834.116,おしー！nt,0,,,,
3834.214,おしい〜！,0,,,,
3835.378,おっしい,0,,,,
3837.664,おっし,0,,,,
3838.105,おっしい～！,0,,,,
3838.219,おっしいnt,0,,,,
3839.994,おっしいい,0,,,,
3840.996,でもかなりいいな,0,,,,
3841.98,惜しかった！,0,,,,
3842.093,惜しいnt,0,,,,
3842.148,行くなら行けよまじで,0,,,,
3843.95,2人で合わせてんのえらいて,0,,,,
3844.899,きゅぴちゃんw,0,,,,
3846.541,いける！,0,,,,
3847.03,頭の中w,0,,,,
3847.076,おしい〜！,0,,,,
3848.159,頭の中のヴァロラント,0,,,,
3848.221,カバーの練習しよえ,0,,,,
3849.251,惜しすぎる,0,,,,
3852.194,かなりおしい,0,,,,
3853.573,フィジがな〜,0,,,,
3854.231,言えてた！,0,,,,
3854.429,合わせるコールできたら最強？,0,,,,
3856.792,勝てるぞ！,0,,,,
3856.941,頑張れ頑張れ〜,0,,,,
3860.352,2デュエいかしてこ,0,,,,
3861.959,ラプ様かわええ,0,,,,
3862.58,心の声が、聞こえてたw,0,,,,
3864.613,攻撃あってないの勿体なさすぎる,0,,,,
3865.123,ごーごー！,0,,,,
3865.161,ここマジで勝とう,0,,,,
3866.448,あわせよう,0,,,,
3867.819,動きめちゃめちゃ良い,0,,,,
3870.102,勝つぞ！,0,,,,
3872.235,少人数の時合わせるコールこっち側でもしてあげた方いいかもね,0,,,,
3872.972,次はやれるぜ！,0,,,,
3873.827,速度ナイスだよ〜,0,,,,
3877.409,良い感じよ！良い勝負！,0,,,,
3878.297,一緒に入れば勝ってた,0,,,,
3879.551,直接脳内に！,0,,,,
3879.602,ファイト,0,,,,
3880.228,この構成みてておもろい,0,,,,
3880.565,確認最高！,0,,,,
3881.368,足音,0,,,,
3882.403,こことろう！,0,,,,
3886.922,あるぞぜんぜん,0,,,,
3887.976,かるび姫、いまこそせーの言う時だ,0,,,,
3888.671,初見で対応されるんか,0,,,,
3889.963,声出てるのいい感じ！,0,,,,
3890.048,下馬評が勝ったら革命起きるぞ！,0,,,,
3891.237,えっら,0,,,,
3893.661,ゆっくり,0,,,,
3894.638,ナイス引き,0,,,,
3906.094,良いよ～,0,,,,
3907.891,コールいいね！,0,,,,
3910.697,いるｗ,0,,,,
3910.796,引き際いいね,0,,,,
3911.087,からの～？,0,,,,
3914.626,ヨルおもろ,0,,,,
3914.582,からのー,0,,,,
3915.551,いいよー,0,,,,
3917.181,５人に追われるの怖,0,,,,
3919.679,たのしいぃ,0,,,,
3926.135,なんかヨルが頼もしく見えるｗｗ,0,,,,
3927.195,ヨルは合わせないとなぁ,0,,,,
3929.481,せーの！,0,,,,
3931.783,いい！,0,,,,
3933.587,ないすボム落ち,1,,,,
3935.65,大成功や,1,,,,
3935.932,目の前かよｗ,1,,,,
3936.236,ナイス連携,1,,,,
3936.865,ささｔったああ,1,,,,
3938.444,刺さったｗ,1,,,,
3939.628,おお〜,1,,,,
3941.121,ないすすぎ！,1,,,,
3941.937,勢いすごい,1,,,,
3941.971,せーのないすー！,1,,,,
3942.511,刺さって草,1,,,,
3943.369,うぉおお,1,,,,
3945.084,うおおとおお,1,,,,
3945.603,刺さればええねん,1,,,,
3945.983,目の前w,1,,,,
3946.447,せーのが最強なんや,1,,,,
